critic,crit_org,crit_cn,movie,m_year,director,dir_dob,dir_pob,cob
Tim Robey,The Daily Telegraph,UK,"Synecdoche, New York",2008,Charlie Kaufman,1958-11-19,"New York City, U.S.",U.S.
Tim Robey,The Daily Telegraph,UK,Birth,2004,Jonathan Glazer,1965-03-26,"London, England",England
Tim Robey,The Daily Telegraph,UK,Elena,2011,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Tim Robey,The Daily Telegraph,UK,Carol,2015,Todd Haynes,1961-01-02,"Los Angeles, California, U.S.",U.S.
Tim Robey,The Daily Telegraph,UK,Tabu,2012,Miguel Gomes,,,
Tim Robey,The Daily Telegraph,UK,Master and Commander: The Far Side of the World,2003,Peter Weir,1944-08-21,"Sydney, New South Wales, Australia",Australia
Tim Robey,The Daily Telegraph,UK,Margaret,2011,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Tim Robey,The Daily Telegraph,UK,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Tim Robey,The Daily Telegraph,UK,12 Years a Slave,2013,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Tasha Robinson,The Verge,US,25th Hour,2002,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
Tasha Robinson,The Verge,US,City of God,2002,Fernando Meirelles and Kátia Lund,,,
Tasha Robinson,The Verge,US,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Tasha Robinson,The Verge,US,The Prestige,2006,Christopher Nolan,1970-07-30,"London, England",England
Tasha Robinson,The Verge,US,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Tasha Robinson,The Verge,US,The Incredibles,2004,Brad Bird,1957-09-24,"Kalispell, Montana, U.S.",U.S.
Tasha Robinson,The Verge,US,Gosford Park,2001,Robert Altman,1925-02-20,"Kansas City, Missouri, U.S.",U.S.
Tasha Robinson,The Verge,US,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Tasha Robinson,The Verge,US,Song of the Sea,2014,Tomm Moore,1977-01-07,"Newry, Northern Ireland, U.K.",U.K.
Tasha Robinson,The Verge,US,"Synecdoche, New York",2008,Charlie Kaufman,1958-11-19,"New York City, U.S.",U.S.
Rene Rodriguez,The Miami Herald,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Rene Rodriguez,The Miami Herald,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Rene Rodriguez,The Miami Herald,US,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Rene Rodriguez,The Miami Herald,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Rene Rodriguez,The Miami Herald,US,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Rene Rodriguez,The Miami Herald,US,City of God,2002,Fernando Meirelles and Kátia Lund,,,
Rene Rodriguez,The Miami Herald,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Rene Rodriguez,The Miami Herald,US,Adaptation,2002,Spike Jonze,1969-10-22,"New York City, U.S.",U.S.
Rene Rodriguez,The Miami Herald,US,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Rene Rodriguez,The Miami Herald,US,Elephant,2003,Gus Van Sant,1952-07-24,,
Jonathan Romney,Freelance film critic,UK,Werckmeister Harmonies,2000,Béla Tarr and Ágnes Hranitzky,,,
Jonathan Romney,Freelance film critic,UK,Syndromes and a Century,2006,Apichatpong Weerasethakul,,,
Jonathan Romney,Freelance film critic,UK,My Winnipeg,2007,Guy Maddin,1956-02-28,"Winnipeg, Manitoba, Canada",Canada
Jonathan Romney,Freelance film critic,UK,35 Shots of Rum,2008,Claire Denis,1946-04-21,"Paris, France",France
Jonathan Romney,Freelance film critic,UK,The Royal Tenenbaums,2001,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Jonathan Romney,Freelance film critic,UK,The Great Beauty,2013,Paolo Sorrentino,1970-05-31,"Naples, Campania, Italy",Italy
Jonathan Romney,Freelance film critic,UK,"Monsters, Inc.",2001,"Pete Docter, David Silverman and Lee Unkrich",,,
Jonathan Romney,Freelance film critic,UK,The Arbor,2010,Clio Barnard,1965-01-01,,
Jonathan Romney,Freelance film critic,UK,The Clock,2010,Christian Marclay,1955-01-11,"San Rafael, California, U.S.",U.S.
Jonathan Romney,Freelance film critic,UK,"Goodbye, Dragon Inn",2003,Tsai Ming-liang,1957-10-27,,
Alyssa Rosenberg,The Washington Post,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Alyssa Rosenberg,The Washington Post,US,"Crouching Tiger, Hidden Dragon",2000,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Alyssa Rosenberg,The Washington Post,US,Zero Dark Thirty,2012,Kathryn Bigelow,1951-11-27,"San Carlos, California, U.S.",U.S.
Alyssa Rosenberg,The Washington Post,US,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Alyssa Rosenberg,The Washington Post,US,2046,2004,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Alyssa Rosenberg,The Washington Post,US,Moonrise Kingdom,2012,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Alyssa Rosenberg,The Washington Post,US,Beasts of the Southern Wild,2012,Benh Zeitlin,1982-10-14,"New York City, New York, U.S.",U.S.
Alyssa Rosenberg,The Washington Post,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Alyssa Rosenberg,The Washington Post,US,Short Term 12,2013,Destin Daniel Cretton,,,
Alyssa Rosenberg,The Washington Post,US,Monster,2003,Patty Jenkins,1971-07-24,"Victorville, California, U.S.",U.S.
E Nina Rothe,The Huffington Post,Italy,Caramel,2007,Nadine Labaki,1974-02-18,,
E Nina Rothe,The Huffington Post,Italy,The Tiger and the Snow,2005,Roberto Benigni,1952-10-27,"Castiglion Fiorentino, Tuscany, Italy",Italy
E Nina Rothe,The Huffington Post,Italy,Taxi Tehran,2015,Jafar Panahi,1960-07-11,"Mianeh, East Azerbaijan, Imperial State of Iran",Imperial State of Iran
E Nina Rothe,The Huffington Post,Italy,A Borrowed Identity,2014,Eran Riklis,1954-10-02,,
E Nina Rothe,The Huffington Post,Italy,When I Saw You,2012,Annemarie Jacir,,,
E Nina Rothe,The Huffington Post,Italy,99 Homes,2014,Ramin Bahrani,1975-03-20,,
E Nina Rothe,The Huffington Post,Italy,Somewhere,2010,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
E Nina Rothe,The Huffington Post,Italy,Human,2015,Yann Arthus-Bertrand,1946-03-13,"Paris, France",France
E Nina Rothe,The Huffington Post,Italy,Brokeback Mountain,2005,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
E Nina Rothe,The Huffington Post,Italy,About Elly,2009,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Joshua Rothkopf,Time Out New York,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Joshua Rothkopf,Time Out New York,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Joshua Rothkopf,Time Out New York,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Joshua Rothkopf,Time Out New York,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Joshua Rothkopf,Time Out New York,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Joshua Rothkopf,Time Out New York,US,American Psycho,2000,Mary Harron,1953-01-12,"Bracebridge, Ontario, Canada",Canada
Joshua Rothkopf,Time Out New York,US,Lilya 4-Ever,2002,Lukas Moodysson,1969-01-17,"Lund, Scania, Sweden",Sweden
Joshua Rothkopf,Time Out New York,US,Drive,2011,Nicolas Winding Refn,1970-09-29,"Copenhagen, Denmark",Denmark
Joshua Rothkopf,Time Out New York,US,25th Hour,2002,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
Joshua Rothkopf,Time Out New York,US,A Serious Man,2009,Joel and Ethan Coen,1954-11-29,,
Mohammed Rouda,Asharq Al-Awsat,Lebanon,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Mohammed Rouda,Asharq Al-Awsat,Lebanon,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Mohammed Rouda,Asharq Al-Awsat,Lebanon,Alexandre Sokurov,2015,Aleksandr Sokurov,1951-06-14,"Podorvikha, Irkutsky District, Soviet Union",Soviet Union
Mohammed Rouda,Asharq Al-Awsat,Lebanon,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Mohammed Rouda,Asharq Al-Awsat,Lebanon,Letters From Iwo Jima,2006,Clint Eastwood,,,
Mohammed Rouda,Asharq Al-Awsat,Lebanon,The Death of Mr Lazarescu,2005,Cristi Puiu,1967-04-03,"Bucharest, Romania",Romania
Mohammed Rouda,Asharq Al-Awsat,Lebanon,Paradise Now,2005,Hany Abu-Assad,1961-10-11,"Nazareth, Israel",Israel
Mohammed Rouda,Asharq Al-Awsat,Lebanon,Leviathan,2014,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Mohammed Rouda,Asharq Al-Awsat,Lebanon,A Pigeon Sat on a Branch Reflecting on Existence,2014,Roy Andersson,1943-03-31,"Gothenburg, Sweden",Sweden
Mohammed Rouda,Asharq Al-Awsat,Lebanon,Amélie,2001,Jean-Pierre Jeunet,1953-09-03,"Roanne, Loire, France",France
Mike Ryan,Uproxx,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Mike Ryan,Uproxx,US,25th Hour,2002,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
Mike Ryan,Uproxx,US,Almost Famous,2000,Cameron Crowe,1957-07-13,"Palm Springs, California, U.S.",U.S.
Mike Ryan,Uproxx,US,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Mike Ryan,Uproxx,US,Punch-Drunk Love,2002,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Mike Ryan,Uproxx,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Mike Ryan,Uproxx,US,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Mike Ryan,Uproxx,US,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Mike Ryan,Uproxx,US,12 Years a Slave,2013,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Mike Ryan,Uproxx,US,Spotlight,2015,Tom McCarthy,,,
Alaka Sahani,The Indian Express,India,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Alaka Sahani,The Indian Express,India,The Lives of Others,2006,Florian Henckel von Donnersmarck,1973-05-02,"Cologne, West Germany",West Germany
Alaka Sahani,The Indian Express,India,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Alaka Sahani,The Indian Express,India,Kill Bill: Vol. 1,2003,Quentin Tarantino,1963-03-27,,
Alaka Sahani,The Indian Express,India,Inception,2010,Christopher Nolan,1970-07-30,"London, England",England
Alaka Sahani,The Indian Express,India,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Alaka Sahani,The Indian Express,India,Amores Perros,2000,Alejandro González Iñárritu,1963-08-15,"Mexico City, Mexico",Mexico
Alaka Sahani,The Indian Express,India,Infernal Affairs,2002,Andrew Lau and Alan Mak,,,
Alaka Sahani,The Indian Express,India,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Alaka Sahani,The Indian Express,India,Shrek,2001,Andrew Adamson and Vicky Jenson,,,
Rasha Salti,Independent curator/film programmer,Lebanon,The Time That Remains,2009,Elia Suleiman,1960-07-28,"Nazareth, Palestine",Palestine
Rasha Salti,Independent curator/film programmer,Lebanon,The Turin Horse,2011,Béla Tarr and Ágnes Hranitzky,,,
Rasha Salti,Independent curator/film programmer,Lebanon,The Box of Life,2002,Ossama Mohammed,1954-03-21,"Lattakia, Syria",Syria
Rasha Salti,Independent curator/film programmer,Lebanon,Men at Work,2006,Mani Haghighi,1969-05-04,"Tehran, Iran",Iran
Rasha Salti,Independent curator/film programmer,Lebanon,Tey,2012,Alain Gomis,1972-03-06,,
Rasha Salti,Independent curator/film programmer,Lebanon,A Touch of Sin,2013,Jia Zhangke,1970-05-24,"Fenyang, Shanxi, China",China
Rasha Salti,Independent curator/film programmer,Lebanon,My Heart Beats Only for Her,2009,Mohamed Soueid,,,
Rasha Salti,Independent curator/film programmer,Lebanon,Arabian Nights: Volume 1 – The Restless One,2015,Miguel Gomes,,,
Rasha Salti,Independent curator/film programmer,Lebanon,Nostalgia for the Light,2010,Patricio Guzmán,1941-08-11,"Santiago, Chile",Chile
Rasha Salti,Independent curator/film programmer,Lebanon,"I Travel Because I Have To, I Come Back Because I Love You",2009,Karim Aïnouz and Marcelo Gomes,,,
Eric Sasono,Freelance film critic,Indonesia,Werckmeister Harmonies,2000,Béla Tarr and Ágnes Hranitzky,,,
Eric Sasono,Freelance film critic,Indonesia,Leviathan,2012,Lucien Castaing-Taylor and Verena Paravel,,,
Eric Sasono,Freelance film critic,Indonesia,The Gleaners and I,2000,Agnès Varda,1928-05-30,"Ixelles, Brussels, Belgium",Belgium
Eric Sasono,Freelance film critic,Indonesia,The Great Beauty,2013,Paolo Sorrentino,1970-05-31,"Naples, Campania, Italy",Italy
Eric Sasono,Freelance film critic,Indonesia,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Eric Sasono,Freelance film critic,Indonesia,"Norte, the End of History",2013,Lav Diaz,1958-12-30,"Columbio, Cotabato, Philippines",Philippines
Eric Sasono,Freelance film critic,Indonesia,Caché,2005,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Eric Sasono,Freelance film critic,Indonesia,Nostalgia for the Light,2010,Patricio Guzmán,1941-08-11,"Santiago, Chile",Chile
Eric Sasono,Freelance film critic,Indonesia,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Eric Sasono,Freelance film critic,Indonesia,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Nick Schager,Variety,US,The New World,2005,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Nick Schager,Variety,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Nick Schager,Variety,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Nick Schager,Variety,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Nick Schager,Variety,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Nick Schager,Variety,US,Three Times,2005,Hou Hsiao-hsien,1947-04-08,"Meihsien County, Kwangtung, Republic of China",Republic of China
Nick Schager,Variety,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Nick Schager,Variety,US,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Nick Schager,Variety,US,"Synecdoche, New York",2008,Charlie Kaufman,1958-11-19,"New York City, U.S.",U.S.
Nick Schager,Variety,US,Pulse,2001,Kiyoshi Kurosawa,1955-07-19,"Kobe, Japan",Japan
Missy Schwartz,Freelance film critic,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Missy Schwartz,Freelance film critic,US,Zero Dark Thirty,2012,Kathryn Bigelow,1951-11-27,"San Carlos, California, U.S.",U.S.
Missy Schwartz,Freelance film critic,US,Inside Out,2015,Pete Docter,1968-10-09,"Bloomington, Minnesota, U.S.",U.S.
Missy Schwartz,Freelance film critic,US,Brokeback Mountain,2005,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Missy Schwartz,Freelance film critic,US,The Departed,2006,Martin Scorsese,1942-11-17,"New York City, U.S.",U.S.
Missy Schwartz,Freelance film critic,US,12 Years a Slave,2013,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Missy Schwartz,Freelance film critic,US,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Missy Schwartz,Freelance film critic,US,"Crouching Tiger, Hidden Dragon",2000,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Missy Schwartz,Freelance film critic,US,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Missy Schwartz,Freelance film critic,US,Beginners,2010,Mike Mills,,,
Matt Zoller Seitz,New York Magazine,US,Gett: The Trial of Viviane Amselem,2014,Ronit Elkabetz and Shlomi Elkabetz,,,
Matt Zoller Seitz,New York Magazine,US,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Matt Zoller Seitz,New York Magazine,US,The Look of Silence,2014,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Matt Zoller Seitz,New York Magazine,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Matt Zoller Seitz,New York Magazine,US,Knight of Cups,2015,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Matt Zoller Seitz,New York Magazine,US,Inherent Vice,2014,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Matt Zoller Seitz,New York Magazine,US,The Grand Budapest Hotel,2014,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Matt Zoller Seitz,New York Magazine,US,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Matt Zoller Seitz,New York Magazine,US,Godzilla,2014,Gareth Edwards,,,
Matt Zoller Seitz,New York Magazine,US,Under the Skin,2013,Jonathan Glazer,1965-03-26,"London, England",England
Avner Shavit,Walla,Israel,No,2012,Pablo Larraín,1976-08-19,"Santiago, Chile",Chile
Avner Shavit,Walla,Israel,Persepolis,2007,Vincent Paronnaud and Marjane Satrapi,,,
Avner Shavit,Walla,Israel,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Avner Shavit,Walla,Israel,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Avner Shavit,Walla,Israel,The Hurt Locker,2008,Kathryn Bigelow,1951-11-27,"San Carlos, California, U.S.",U.S.
Avner Shavit,Walla,Israel,Girlhood,2014,Céline Sciamma,1978-11-12,,
Avner Shavit,Walla,Israel,Eden,2014,Mia Hansen-Løve,1981-02-05,"Paris, France",France
Avner Shavit,Walla,Israel,A Touch of Sin,2013,Jia Zhangke,1970-05-24,"Fenyang, Shanxi, China",China
Avner Shavit,Walla,Israel,24 Hour Party People,2002,Michael Winterbottom,1961-03-29,"Blackburn, Lancashire, England",England
Avner Shavit,Walla,Israel,Toni Erdmann,2016,Maren Ade,1976-12-12,"Karlsruhe, West Germany",West Germany
Catherine Shoard,The Guardian,UK,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Catherine Shoard,The Guardian,UK,12 Years a Slave,2013,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Catherine Shoard,The Guardian,UK,Under the Skin,2013,Jonathan Glazer,1965-03-26,"London, England",England
Catherine Shoard,The Guardian,UK,Leviathan,2014,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Catherine Shoard,The Guardian,UK,The Great Beauty,2013,Paolo Sorrentino,1970-05-31,"Naples, Campania, Italy",Italy
Catherine Shoard,The Guardian,UK,Nebraska,2013,Alexander Payne,1961-02-10,"Omaha, Nebraska, U.S.",U.S.
Catherine Shoard,The Guardian,UK,Before Sunset,2004,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Catherine Shoard,The Guardian,UK,Team America: World Police,2004,Trey Parker,1969-10-19,"Conifer, Colorado, U.S.",U.S.
Catherine Shoard,The Guardian,UK,Dogville,2003,Lars von Trier,1956-04-30,"Kongens Lyngby, Denmark",Denmark
Catherine Shoard,The Guardian,UK,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,,,
Yael Shuv,Time Out Tel Aviv,Israel,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Yael Shuv,Time Out Tel Aviv,Israel,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Yael Shuv,Time Out Tel Aviv,Israel,Margaret,2011,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Yael Shuv,Time Out Tel Aviv,Israel,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Yael Shuv,Time Out Tel Aviv,Israel,The Grand Budapest Hotel,2014,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Yael Shuv,Time Out Tel Aviv,Israel,Still Walking,2008,Hirokazu Koreeda,1962-06-06,"Tokyo, Japan",Japan
Yael Shuv,Time Out Tel Aviv,Israel,Moolaadé,2004,Ousmane Sembène,1923-01-01,"Ziguinchor, Casamance, French West Africa",French West Africa
Yael Shuv,Time Out Tel Aviv,Israel,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Yael Shuv,Time Out Tel Aviv,Israel,Oldboy,2003,Park Chan-wook,1963-08-23,"Seoul, South Korea",South Korea
Yael Shuv,Time Out Tel Aviv,Israel,"Crouching Tiger, Hidden Dragon",2000,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Matt Singer,ScreenCrush,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Matt Singer,ScreenCrush,US,Holy Motors,2012,Leos Carax,1960-11-22,,
Matt Singer,ScreenCrush,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Matt Singer,ScreenCrush,US,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Matt Singer,ScreenCrush,US,The Master,2012,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Matt Singer,ScreenCrush,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Matt Singer,ScreenCrush,US,The Diving Bell and the Butterfly,2007,Julian Schnabel,1951-10-26,"New York City, U.S.",U.S.
Matt Singer,ScreenCrush,US,My Winnipeg,2007,Guy Maddin,1956-02-28,"Winnipeg, Manitoba, Canada",Canada
Matt Singer,ScreenCrush,US,Inside Out,2015,Pete Docter,1968-10-09,"Bloomington, Minnesota, U.S.",U.S.
Matt Singer,ScreenCrush,US,Step Brothers,2008,Adam McKay,1968-04-17,"Denver, Colorado, U.S.",U.S.
Justine A Smith,Freelance film critic,Canada,Bright Star,2009,Jane Campion,1954-04-30,"Wellington, New Zealand",New Zealand
Justine A Smith,Freelance film critic,Canada,Mad Max: Fury Road,2015,George Miller,,,
Justine A Smith,Freelance film critic,Canada,Caché,2005,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Justine A Smith,Freelance film critic,Canada,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Justine A Smith,Freelance film critic,Canada,Mr Turner,2014,Mike Leigh,1943-02-20,,
Justine A Smith,Freelance film critic,Canada,Amour,2012,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Justine A Smith,Freelance film critic,Canada,The Master,2012,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Justine A Smith,Freelance film critic,Canada,Only Lovers Left Alive,2013,Jim Jarmusch,1953-01-22,"Cuyahoga Falls, Ohio, U.S.",U.S.
Justine A Smith,Freelance film critic,Canada,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Justine A Smith,Freelance film critic,Canada,Tabu,2012,Miguel Gomes,,,
Eric D Snider,Freelance film critic,US,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Eric D Snider,Freelance film critic,US,Requiem for a Dream,2000,Darren Aronofsky,1969-02-12,"New York City, U.S.",U.S.
Eric D Snider,Freelance film critic,US,The Lord of the Rings: The Return of the King,2003,Peter Jackson,1961-10-31,"Wellington, New Zealand",New Zealand
Eric D Snider,Freelance film critic,US,Drive,2011,Nicolas Winding Refn,1970-09-29,"Copenhagen, Denmark",Denmark
Eric D Snider,Freelance film critic,US,Holy Motors,2012,Leos Carax,1960-11-22,,
Eric D Snider,Freelance film critic,US,Mad Max: Fury Road,2015,George Miller,,,
Eric D Snider,Freelance film critic,US,Kill List,2011,Ben Wheatley,,,
Eric D Snider,Freelance film critic,US,Toy Story 3,2010,Lee Unkrich,1967-08-08,"Cleveland, Ohio, U.S.",U.S.
Eric D Snider,Freelance film critic,US,Kiss Kiss Bang Bang,2005,Shane Black,1961-12-16,"Pittsburgh, Pennsylvania, U.S.",U.S.
Eric D Snider,Freelance film critic,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Soh Jae Yong,Seoul Institute of the Arts,South Korea,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Amélie,2001,Jean-Pierre Jeunet,1953-09-03,"Roanne, Loire, France",France
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Soh Jae Yong,Seoul Institute of the Arts,South Korea,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Memories of Murder,2003,Bong Joon-ho,1969-09-14,"Daegu, South Korea",South Korea
Soh Jae Yong,Seoul Institute of the Arts,South Korea,WALL-E,2008,Andrew Stanton,1965-12-03,"Rockport, Massachusetts, U.S.",U.S.
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Bowling for Columbine,2002,Michael Moore,1954-04-23,"Davison, Michigan, U.S.",U.S.
Soh Jae Yong,Seoul Institute of the Arts,South Korea,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Fernanda Solórzano,Letras Libres Magazine,Mexico,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Fernanda Solórzano,Letras Libres Magazine,Mexico,Son of Saul,2015,László Nemes,1977-02-18,"Budapest, Hungary",Hungary
